metric,metric_label,U_stat,p_value,significance,crowd_n,agent_n,mode,prompt,model,profile
accomplishment,Q1: Accomplishment,47.5,0.5501369767748843,ns,9,9,AgentJudge,N/A,LLaMA-8B,high_school
effort_required,Q2: Effort Required,61.0,0.06596956589011915,ns,9,9,AgentJudge,N/A,LLaMA-8B,high_school
mental_demand,Q3: Mental Demand,58.5,0.07661190350918284,ns,9,9,AgentJudge,N/A,LLaMA-8B,high_school
perceived_controllability,Q4: Controllability,60.0,0.08747186954080528,ns,9,9,AgentJudge,N/A,LLaMA-8B,high_school
temporal_demand,Q5: Temporal Demand,50.5,0.377627255104211,ns,9,9,AgentJudge,N/A,LLaMA-8B,high_school
trust,Q6: Trust,48.0,0.5247157330184229,ns,9,9,AgentJudge,N/A,LLaMA-8B,high_school
accomplishment,Q1: Accomplishment,316.0,0.23446184956559835,ns,23,23,AgentJudge,N/A,LLaMA-8B,undergraduate
effort_required,Q2: Effort Required,445.0,2.5350682717028388e-05,***,23,23,AgentJudge,N/A,LLaMA-8B,undergraduate
mental_demand,Q3: Mental Demand,350.5,0.030621226566163503,*,23,23,AgentJudge,N/A,LLaMA-8B,undergraduate
perceived_controllability,Q4: Controllability,291.5,0.5439693050669903,ns,23,23,AgentJudge,N/A,LLaMA-8B,undergraduate
temporal_demand,Q5: Temporal Demand,415.5,0.0004517969686071824,***,23,23,AgentJudge,N/A,LLaMA-8B,undergraduate
trust,Q6: Trust,228.0,0.4113746880344564,ns,23,23,AgentJudge,N/A,LLaMA-8B,undergraduate
accomplishment,Q1: Accomplishment,358.5,0.02762561674582367,*,23,23,AgentJudge,N/A,LLaMA-8B,graduate
effort_required,Q2: Effort Required,474.0,1.2555873433817978e-06,***,23,23,AgentJudge,N/A,LLaMA-8B,graduate
mental_demand,Q3: Mental Demand,425.5,9.72135519767369e-06,***,23,23,AgentJudge,N/A,LLaMA-8B,graduate
perceived_controllability,Q4: Controllability,421.0,0.00031216537565950864,***,23,23,AgentJudge,N/A,LLaMA-8B,graduate
temporal_demand,Q5: Temporal Demand,441.0,4.495540385509918e-05,***,23,23,AgentJudge,N/A,LLaMA-8B,graduate
trust,Q6: Trust,288.5,0.5397594484533847,ns,23,23,AgentJudge,N/A,LLaMA-8B,graduate
accomplishment,Q1: Accomplishment,1719.5,0.19941270571512348,ns,55,55,AgentJudge,N/A,GPT-5,All
effort_required,Q2: Effort Required,2483.0,6.386661574863157e-10,***,55,55,AgentJudge,N/A,GPT-5,All
mental_demand,Q3: Mental Demand,2435.5,3.065599359623422e-09,***,55,55,AgentJudge,N/A,GPT-5,All
perceived_controllability,Q4: Controllability,2174.0,3.9713611575274124e-05,***,55,55,AgentJudge,N/A,GPT-5,All
temporal_demand,Q5: Temporal Demand,2400.5,1.6908960376572657e-08,***,55,55,AgentJudge,N/A,GPT-5,All
trust,Q6: Trust,1907.5,0.013819908988744651,*,55,55,AgentJudge,N/A,GPT-5,All
accomplishment,Q1: Accomplishment,43.0,0.8557860748112573,ns,9,9,AgentJudge,N/A,GPT-5,high_school
effort_required,Q2: Effort Required,55.5,0.1543417614793357,ns,9,9,AgentJudge,N/A,GPT-5,high_school
mental_demand,Q3: Mental Demand,52.5,0.24137287013119624,ns,9,9,AgentJudge,N/A,GPT-5,high_school
perceived_controllability,Q4: Controllability,60.5,0.07206444762560463,ns,9,9,AgentJudge,N/A,GPT-5,high_school
temporal_demand,Q5: Temporal Demand,46.5,0.6012829957986746,ns,9,9,AgentJudge,N/A,GPT-5,high_school
trust,Q6: Trust,53.0,0.2755170189808518,ns,9,9,AgentJudge,N/A,GPT-5,high_school
accomplishment,Q1: Accomplishment,248.5,0.7233051974255128,ns,23,23,AgentJudge,N/A,GPT-5,undergraduate
effort_required,Q2: Effort Required,395.5,0.0009984130303709725,***,23,23,AgentJudge,N/A,GPT-5,undergraduate
mental_demand,Q3: Mental Demand,356.0,0.023317396166349487,*,23,23,AgentJudge,N/A,GPT-5,undergraduate
perceived_controllability,Q4: Controllability,279.5,0.7348238238606195,ns,23,23,AgentJudge,N/A,GPT-5,undergraduate
temporal_demand,Q5: Temporal Demand,424.5,0.00017599067318650974,***,23,23,AgentJudge,N/A,GPT-5,undergraduate
trust,Q6: Trust,243.5,0.6354020712120989,ns,23,23,AgentJudge,N/A,GPT-5,undergraduate
accomplishment,Q1: Accomplishment,359.5,0.029070713103869286,*,23,23,AgentJudge,N/A,GPT-5,graduate
effort_required,Q2: Effort Required,482.0,3.3024028412310427e-07,***,23,23,AgentJudge,N/A,GPT-5,graduate
mental_demand,Q3: Mental Demand,515.5,3.805726717912997e-09,***,23,23,AgentJudge,N/A,GPT-5,graduate
perceived_controllability,Q4: Controllability,461.5,7.041794689368881e-06,***,23,23,AgentJudge,N/A,GPT-5,graduate
temporal_demand,Q5: Temporal Demand,448.5,9.554222623458502e-06,***,23,23,AgentJudge,N/A,GPT-5,graduate
trust,Q6: Trust,420.0,0.00034626455921136384,***,23,23,AgentJudge,N/A,GPT-5,graduate
accomplishment,Q1: Accomplishment,1752.0,0.13451278830667834,ns,55,55,AgentJudge,N/A,Mistral-24B,All
effort_required,Q2: Effort Required,2483.0,6.386661574863157e-10,***,55,55,AgentJudge,N/A,Mistral-24B,All
mental_demand,Q3: Mental Demand,2148.0,4.521499853680247e-06,***,55,55,AgentJudge,N/A,Mistral-24B,All
perceived_controllability,Q4: Controllability,2128.5,0.0001287854089527569,***,55,55,AgentJudge,N/A,Mistral-24B,All
temporal_demand,Q5: Temporal Demand,2188.0,2.0342001296904186e-05,***,55,55,AgentJudge,N/A,Mistral-24B,All
trust,Q6: Trust,1678.5,0.30101068526694563,ns,55,55,AgentJudge,N/A,Mistral-24B,All
accomplishment,Q1: Accomplishment,49.0,0.4684609727084539,ns,9,9,AgentJudge,N/A,Mistral-24B,high_school
effort_required,Q2: Effort Required,57.0,0.125724945224013,ns,9,9,AgentJudge,N/A,Mistral-24B,high_school
mental_demand,Q3: Mental Demand,50.0,0.3366683676100387,ns,9,9,AgentJudge,N/A,Mistral-24B,high_school
perceived_controllability,Q4: Controllability,60.5,0.07639892694902266,ns,9,9,AgentJudge,N/A,Mistral-24B,high_school
temporal_demand,Q5: Temporal Demand,44.5,0.733431207582504,ns,9,9,AgentJudge,N/A,Mistral-24B,high_school
trust,Q6: Trust,58.0,0.12055424360604076,ns,9,9,AgentJudge,N/A,Mistral-24B,high_school
accomplishment,Q1: Accomplishment,275.0,0.8177275621825396,ns,23,23,AgentJudge,N/A,Mistral-24B,undergraduate
effort_required,Q2: Effort Required,456.0,8.255752768625986e-06,***,23,23,AgentJudge,N/A,Mistral-24B,undergraduate
mental_demand,Q3: Mental Demand,345.0,0.03978326389629477,*,23,23,AgentJudge,N/A,Mistral-24B,undergraduate
perceived_controllability,Q4: Controllability,284.5,0.6524268993863761,ns,23,23,AgentJudge,N/A,Mistral-24B,undergraduate
temporal_demand,Q5: Temporal Demand,404.5,0.0013216951860316006,**,23,23,AgentJudge,N/A,Mistral-24B,undergraduate
trust,Q6: Trust,239.0,0.5693847294444113,ns,23,23,AgentJudge,N/A,Mistral-24B,undergraduate
accomplishment,Q1: Accomplishment,323.5,0.17019637347841166,ns,23,23,AgentJudge,N/A,Mistral-24B,graduate
effort_required,Q2: Effort Required,452.0,8.478195877764135e-06,***,23,23,AgentJudge,N/A,Mistral-24B,graduate
mental_demand,Q3: Mental Demand,425.5,9.72135519767369e-06,***,23,23,AgentJudge,N/A,Mistral-24B,graduate
perceived_controllability,Q4: Controllability,448.0,2.1056771202952793e-05,***,23,23,AgentJudge,N/A,Mistral-24B,graduate
temporal_demand,Q5: Temporal Demand,401.0,0.001157775849594205,**,23,23,AgentJudge,N/A,Mistral-24B,graduate
trust,Q6: Trust,327.0,0.13339008204330532,ns,23,23,AgentJudge,N/A,Mistral-24B,graduate
